REFFABRICANTE;TITULO;CODIGOINTERNO;EAN/UPC;CODFAMILIA;TITULOFAMILIA;CODSUBFAMILIA;TITULOSUBFAMILIA;CODFABRICANTE;NOMFABRICANTE;PRECIO;STOCK;PESO;PROXIMA_LLEGADA;CICLOVIDA;PLAZOENTREGA;CANONLPI;PRECIOSINCANON
M-CE400A;INKOEM Tóner Reciclado HP CE400A Negro;CCITRE0348;8435350784492;CI;Consumibles Impresión;TRE;Toner reciclado;04276;INKOEM;18.2300000000;0;1.2400000000;;;0.0000000000;0.0000000000;18.2300000000
M-CE401A;INKOEM Tóner Reciclado HP CE401A Cian;CCITRE0349;8435350784508;CI;Consumibles Impresión;TRE;Toner reciclado;04276;INKOEM;15.8000000000;3;1.2400000000;;;0.0000000000;0.0000000000;15.8000000000
M-CE402A;INKOEM Tóner Reciclado HP CE402A Amarillo;CCITRE0350;6986500002451;CI;Consumibles Impresión;TRE;Toner reciclado;04276;INKOEM;15.8000000000;4;1.2400000000;;;0.0000000000;0.0000000000;15.8000000000
M-CE403A;INKOEM Tóner Reciclado HP CE403A Magenta;CCITRE0351;8435350784522;CI;Consumibles Impresión;TRE;Toner reciclado;04276;INKOEM;15.8400000000;3;1.2400000000;;;0.0000000000;0.0000000000;15.8400000000
M-CB400A;INKOEM Tóner Reciclado HP CB400A Negro;CCITRE0352;8435350787035;CI;Consumibles Impresión;TRE;Toner reciclado;04276;INKOEM;29.8400000000;9;1.7300000000;;;0.0000000000;0.0000000000;29.8400000000
M-CB401A;INKOEM Tóner Reciclado HP CB401A Cian;CCITRE0353;6986500042587;CI;Consumibles Impresión;TRE;Toner reciclado;04276;INKOEM;29.8400000000;9;1.7300000000;;;0.0000000000;0.0000000000;29.8400000000
M-CB402A;INKOEM Tóner Reciclado HP CB402A Amarillo;CCITRE0354;6986500042594;CI;Consumibles Impresión;TRE;Toner reciclado;04276;INKOEM;29.8400000000;9;1.7300000000;;;0.0000000000;0.0000000000;29.8400000000
M-CB403A;INKOEM Tóner Reciclado HP CB403A Magenta;CCITRE0355;6986500042600;CI;Consumibles Impresión;TRE;Toner reciclado;04276;INKOEM;29.8400000000;9;1.7300000000;;;0.0000000000;0.0000000000;29.8400000000
C7974A;HP Cartucho de datos LTO-41;CDZCDA0008;882780869820;DZ;Soportes magnéticos;CDA;Cintas DAT;00150;HP;33.0500000000;0;0.2000000000;;Encargo;4.0000000000;0.0000000000;33.0500000000
ARM 302-XXL;SPORT-ELEC ARM 302-XXL TABLILLA IN BRAZO 58-66 cmt;DCMCRH0011;831609002283;CM;Deportes y Rehabilitación;CRH;Rehabilitación;04226;SPORT-ELEC;1.0700000000;1;0.2300000000;;Ultimas unidades;0.0000000000;0.0000000000;1.0700000000
ARA 2401-XXL;SPORT-ELEC ARA 2401-XXL TOBILLERA FLEXIB 34/37 cmt;DCMCRH0018;831609002122;CM;Deportes y Rehabilitación;CRH;Rehabilitación;04226;SPORT-ELEC;1.0700000000;5;0.1500000000;;Ultimas unidades;0.0000000000;0.0000000000;1.0700000000
DKA 8-S;SPORT-ELEC DKA 8-S PROTEC BIO-GEL DEDO PIE 36-40;DCMCRH0025;831609000517;CM;Deportes y Rehabilitación;CRH;Rehabilitación;04226;SPORT-ELEC;1.0700000000;3;0.0300000000;;Ultimas unidades;0.0000000000;0.0000000000;1.0700000000
30203775;DAGA Vendaje Termico Codo Neopreno Litio 3.7V;DCMCRH0034;8422160037757;CM;Deportes y Rehabilitación;CRH;Rehabilitación;04237;DAGA;19.2600000000;1;0.3080000000;;Ultimas unidades;0.0000000000;0.0000000000;19.2600000000
ACSSP060X60;TomaLeds Kit Instalacion Suspension Panel 60x60cm;EILIAE0009;8435437300102;IL;Iluminación;IAE;Articulos Especiales;60133;Tomaleds;6.4500000000;22;0.1800000000;;Ultimas unidades;0.0000000000;0.0000000000;6.4500000000
SPECTRARAVE;NGS Mini Bola Discoteca SPECTRARAVE Juego Luces;EILIAE0024;8435430610758;IL;Iluminación;IAE;Articulos Especiales;01040;NGS;10.0000000000;8;0.2400000000;;;0.0000000000;0.0000000000;10.0000000000
SPECTRAPRISM;NGS Proyector de Luces Láser de Fiesta;EILIAE0025;8435430611236;IL;Iluminación;IAE;Articulos Especiales;01040;NGS;22.4700000000;0;0.3750000000;;Encargo;3.0000000000;0.0000000000;22.4700000000
PDL9;Platinet Lámpara  de mesa 8W 1000 LUX + puerto USB;EILILL0001;5907595431286;IL;Iluminación;ILL;Lámparas Led;04051;PLATINET;36.9400000000;0;1.6000000000;10/01/2019;;0.0000000000;0.0000000000;36.9400000000
PDL14;Platinet Lámpara de mesa 4W 700 LUX + Pantalla LCD;EILILL0002;5907595431293;IL;Iluminación;ILL;Lámparas Led;04051;PLATINET;21.3100000000;0;1.0700000000;02/01/2020;;0.0000000000;0.0000000000;21.3100000000
PDL20;Platinet Lámpara de mesa 9W 700 LUX + Luz nocturna;EILILL0003;5907595431309;IL;Iluminación;ILL;Lámparas Led;04051;PLATINET;26.6300000000;3;1.3800000000;;;0.0000000000;0.0000000000;26.6300000000
PDL43;Platinet Lámpara de mesa 6W 1000 LUX Tradicional;EILILL0005;5907595431323;IL;Iluminación;ILL;Lámparas Led;04051;PLATINET;21.6400000000;2;1.5450000000;;;0.0000000000;0.0000000000;21.6400000000
MUE4068GL;XIAOMI Mi Motion-Activated Night Light Blanca;EILILL0006;6970244526663;IL;Iluminación;ILL;Lámparas Led;04287;XIAOMI;6.9600000000;24;0.2500000000;;;0.0000000000;0.0000000000;6.9600000000
T80090BC013;TomaLeds Tubo LED G13 14W 90cm 2700k Calida;EILILU0029;8435437300218;IL;Iluminación;ILU;Iluminación a LED;60133;Tomaleds;6.9100000000;12;0.2650000000;;Ultimas unidades;0.0000000000;0.0000000000;6.9100000000
T80090BN013;TomaLeds Tubo LED G13 14W 90cm 4500k Natural;EILILU0030;8435437300225;IL;Iluminación;ILU;Iluminación a LED;60133;Tomaleds;6.9100000000;1;0.2550000000;;Ultimas unidades;0.0000000000;0.0000000000;6.9100000000
FCORCOBN025;TomaLeds Downlight Orientable ARCHOS 25W 4500k;EILILU0068;8435437305084;IL;Iluminación;ILU;Iluminación a LED;60133;Tomaleds;29.9100000000;1;1.2450000000;;Ultimas unidades;0.0000000000;0.0000000000;29.9100000000
OMELE14A-3W;Omega Bombilla LED Esferica E14 3W 240lm Calida;EILILU0069;5907595423731;IL;Iluminación;ILU;Iluminación a LED;04162;Omega;1.4700000000;5;0.0390000000;;;0.0000000000;0.0000000000;1.4700000000
OMELE14A-3W-4200;Omega Bombilla LED Esferica E14 3W 240lm Natural;EILILU0070;5907595423748;IL;Iluminación;ILU;Iluminación a LED;04162;Omega;1.2300000000;10;0.0390000000;;;0.0000000000;0.0000000000;1.2300000000
OMELE14A-3W-6000;Omega Bombilla LED Esferica E14 3W 240lm Fria;EILILU0071;5907595429481;IL;Iluminación;ILU;Iluminación a LED;04162;Omega;1.4700000000;1;0.0390000000;;;0.0000000000;0.0000000000;1.4700000000
OMELE14A-4W;Omega Bombilla LED Esferica E14 4W 320lm Calida;EILILU0072;5907595429832;IL;Iluminación;ILU;Iluminación a LED;04162;Omega;1.4100000000;2;0.0420000000;;;0.0000000000;0.0000000000;1.4100000000
OMELE14A-4W-4200;Omega Bombilla LED Esferica E14 4W 320lm Natural;EILILU0073;5907595429498;IL;Iluminación;ILU;Iluminación a LED;04162;Omega;1.4100000000;2;0.0420000000;;;0.0000000000;0.0000000000;1.4100000000
OMELE14A-4W-6000;Omega Bombilla LED Esferica E14 4W 320lm Fria;EILILU0074;5907595429504;IL;Iluminación;ILU;Iluminación a LED;04162;Omega;1.4100000000;9;0.0420000000;;;0.0000000000;0.0000000000;1.4100000000
OMELE14C-3W;Omega Bombilla LED Vela E14 3W 240lm Calida;EILILU0075;5907595429535;IL;Iluminación;ILU;Iluminación a LED;04162;Omega;1.2500000000;3;0.0420000000;;;0.0000000000;0.0000000000;1.2500000000
OMELE14C-3W-4200;Omega Bombilla LED Vela E14 3W 240lm Natural;EILILU0076;5907595429542;IL;Iluminación;ILU;Iluminación a LED;04162;Omega;1.2500000000;4;0.0420000000;10/01/2019;;0.0000000000;0.0000000000;1.2500000000
OMELE14C-3W-6000;Omega Bombilla LED Vela E14 3W 240lm Fria;EILILU0077;5907595429559;IL;Iluminación;ILU;Iluminación a LED;04162;Omega;1.2500000000;0;0.0420000000;10/01/2019;;0.0000000000;0.0000000000;1.2500000000
OMELE14EC-4W;Omega Bombilla LED Vela E14 4W 300lm Calida;EILILU0079;5907595423588;IL;Iluminación;ILU;Iluminación a LED;04162;Omega;1.4100000000;5;0.0540000000;;;0.0000000000;0.0000000000;1.4100000000
OMELE14C-4W;Omega Bombilla LED Vela E14 4W 320lm Calida;EILILU0080;5907595429566;IL;Iluminación;ILU;Iluminación a LED;04162;Omega;1.4900000000;0;0.0420000000;10/01/2019;;0.0000000000;0.0000000000;1.4900000000
OMELE14C-4W-4200;Omega Bombilla LED Vela E14 4W 320lm Natural;EILILU0081;5907595429573;IL;Iluminación;ILU;Iluminación a LED;04162;Omega;1.4900000000;2;0.0420000000;10/01/2019;;0.0000000000;0.0000000000;1.4900000000
OMELE14C-4W-6000;Omega Bombilla LED Vela E14 4W 320lm Fria;EILILU0082;5907595429580;IL;Iluminación;ILU;Iluminación a LED;04162;Omega;1.4900000000;0;0.0420000000;10/01/2019;;0.0000000000;0.0000000000;1.4900000000
OMELE14C-5W;Omega Bombilla LED Vela E14 5W 400lm Calida;EILILU0083;5907595429597;IL;Iluminación;ILU;Iluminación a LED;04162;Omega;1.4900000000;3;0.0470000000;;;0.0000000000;0.0000000000;1.4900000000
OMELE14C-5W-4200;Omega Bombilla LED Vela E14 5W 400lm Natural;EILILU0084;5907595429603;IL;Iluminación;ILU;Iluminación a LED;04162;Omega;1.4900000000;5;0.0470000000;;;0.0000000000;0.0000000000;1.4900000000
OMELE14C-5W-6000;Omega Bombilla LED Vela E14 5W 400lm Fria;EILILU0085;5907595429610;IL;Iluminación;ILU;Iluminación a LED;04162;Omega;1.4900000000;0;0.0470000000;10/01/2019;;0.0000000000;0.0000000000;1.4900000000
OMELE27A-3W;Omega Bombilla LED Esferica E27 3W 240lm Calida;EILILU0086;5907595429825;IL;Iluminación;ILU;Iluminación a LED;04162;Omega;1.4300000000;5;0.0420000000;;;0.0000000000;0.0000000000;1.4300000000
OMELE27A-3W-6000;Omega Bombilla LED Esferica E27 3W 240lm Fria;EILILU0088;5907595429528;IL;Iluminación;ILU;Iluminación a LED;04162;Omega;1.4300000000;0;0.0420000000;10/01/2019;;0.0000000000;0.0000000000;1.4300000000
OMELE27W-12W;Omega Bombilla LED Std 300º E27 12W 1050lm Calida;EILILU0089;5907595430289;IL;Iluminación;ILU;Iluminación a LED;04162;Omega;3.3100000000;0;0.1040000000;10/01/2019;;0.0000000000;0.0000000000;3.3100000000
OMELE27W-12W-4200;Omega Bombilla LED Std 300º E27 12W 800lm Natural;EILILU0090;5907595430296;IL;Iluminación;ILU;Iluminación a LED;04162;Omega;3.3100000000;4;0.1040000000;;;0.0000000000;0.0000000000;3.3100000000
OMELE27W-12W-6000;Omega Bombilla LED Std 300º E27 12W 1050lm Fria;EILILU0091;5907595430302;IL;Iluminación;ILU;Iluminación a LED;04162;Omega;3.3100000000;1;0.1040000000;10/01/2019;;0.0000000000;0.0000000000;3.3100000000
OMELE27E-12W;Omega Bombilla LED Standar E27 12W 1000lm Calida;EILILU0092;5907595423564;IL;Iluminación;ILU;Iluminación a LED;04162;Omega;2.7900000000;10;0.1260000000;;;0.0000000000;0.0000000000;2.7900000000
OMELE27E-12W-4200;Omega Bombilla LED Standar E27 12W 1000lm Natural;EILILU0093;5907595425803;IL;Iluminación;ILU;Iluminación a LED;04162;Omega;2.7900000000;6;0.1260000000;;;0.0000000000;0.0000000000;2.7900000000
OMELE27E-12W-6000;Omega Bombilla LED Standar E27 12W 1000lm Fria;EILILU0094;5907595425810;IL;Iluminación;ILU;Iluminación a LED;04162;Omega;2.7900000000;10;0.1260000000;;;0.0000000000;0.0000000000;2.7900000000
OMELE27E-15W;Omega Bombilla LED Standar E27 15W 1300lm Calida;EILILU0095;5907595423571;IL;Iluminación;ILU;Iluminación a LED;04162;Omega;2.9400000000;0;0.1260000000;02/01/2020;;0.0000000000;0.0000000000;2.9400000000
OMELE27E-15W-4200;Omega Bombilla LED Standar E27 15W 1300lm Natural;EILILU0096;5907595425827;IL;Iluminación;ILU;Iluminación a LED;04162;Omega;2.9400000000;9;0.1260000000;;;0.0000000000;0.0000000000;2.9400000000
OMELE27E-15W-6000;Omega Bombilla LED Standar E27 15W 1300lm Fria;EILILU0097;5907595425834;IL;Iluminación;ILU;Iluminación a LED;04162;Omega;2.9400000000;8;0.1260000000;;;0.0000000000;0.0000000000;2.9400000000
OMELE27E-5W;Omega Bombilla LED Standar E27 5W 350lm Calida;EILILU0098;5907595423557;IL;Iluminación;ILU;Iluminación a LED;04162;Omega;1.7300000000;2;0.0600000000;;;0.0000000000;0.0000000000;1.7300000000
OMELE27E-5W-4200;Omega Bombilla LED Standar E27 5W 350lm Natural;EILILU0099;5907595426565;IL;Iluminación;ILU;Iluminación a LED;04162;Omega;1.7200000000;9;0.0600000000;;;0.0000000000;0.0000000000;1.7200000000
OMELE27E-5W-6000;Omega Bombilla LED Standar E27 5W 300lm Fria;EILILU0100;5907595426572;IL;Iluminación;ILU;Iluminación a LED;04162;Omega;1.7200000000;2;0.0600000000;;;0.0000000000;0.0000000000;1.7200000000
OMELE27E-7W;Omega Bombilla LED Standar E27 7W 530lm Calida;EILILU0101;5907595423595;IL;Iluminación;ILU;Iluminación a LED;04162;Omega;2.4900000000;2;0.1100000000;;;0.0000000000;0.0000000000;2.4900000000
OMELE27E-7W-4200;Omega Bombilla LED Standar E27 7W 520lm Natural;EILILU0102;5907595426398;IL;Iluminación;ILU;Iluminación a LED;04162;Omega;2.4700000000;3;0.1100000000;;;0.0000000000;0.0000000000;2.4700000000
OMELE27W-9W;Omega Bombilla LEDStandar 300º E27 9W 800lm Calida;EILILU0104;5907595430258;IL;Iluminación;ILU;Iluminación a LED;04162;Omega;2.9400000000;1;0.1040000000;10/01/2019;;0.0000000000;0.0000000000;2.9400000000
OMELE27W-9W-4200;Omega Bombilla LED Stdar 300º E27 9W 800lm Natural;EILILU0105;5907595430265;IL;Iluminación;ILU;Iluminación a LED;04162;Omega;2.9400000000;5;0.1040000000;;;0.0000000000;0.0000000000;2.9400000000
OMELE27W-9W-6000;Omega Bombilla LED Standar 300º E27 9W 800lm Fria;EILILU0106;5907595430272;IL;Iluminación;ILU;Iluminación a LED;04162;Omega;2.9400000000;3;0.1040000000;;;0.0000000000;0.0000000000;2.9400000000
OMELE27E-9W;Omega Bombilla LED Standar E27 9W 750lm Calida;EILILU0107;5907595423601;IL;Iluminación;ILU;Iluminación a LED;04162;Omega;2.6300000000;7;0.1100000000;;;0.0000000000;0.0000000000;2.6300000000
OMELE27E-9W-4200;Omega Bombilla LED Standar E27 9W 730lm Natural;EILILU0108;5907595426411;IL;Iluminación;ILU;Iluminación a LED;04162;Omega;2.6300000000;5;0.1100000000;;;0.0000000000;0.0000000000;2.6300000000
OMELE27E-9W-6000;Omega Bombilla LED Standar E27 9W 730lm Fria;EILILU0109;5907595426428;IL;Iluminación;ILU;Iluminación a LED;04162;Omega;2.6300000000;5;0.1100000000;;;0.0000000000;0.0000000000;2.6300000000
OMELE27W-6W;Omega Bombilla LED Std 300º E27 6W 510lm Calida;EILILU0110;5907595430227;IL;Iluminación;ILU;Iluminación a LED;04162;Omega;2.4400000000;2;0.0900000000;;;0.0000000000;0.0000000000;2.4400000000
OMELE27W-6W-6000;Omega Bombilla LED Standar 300º E27 6W 510lm Fria;EILILU0112;5907595430241;IL;Iluminación;ILU;Iluminación a LED;04162;Omega;2.5500000000;1;0.0900000000;;Ultimas unidades;0.0000000000;0.0000000000;2.5500000000
OMMLE27-6W;Omega Bombilla LED Sensor Movimiento E27 6W;EILILU0114;5907595420716;IL;Iluminación;ILU;Iluminación a LED;04162;Omega;13.3700000000;0;0.1800000000;02/01/2020;;0.0000000000;0.0000000000;13.3700000000
OMLGU10B-3W-6000;Omega Dicroica LED GU10 3W 220lm Fria;EILILU0126;5907595415781;IL;Iluminación;ILU;Iluminación a LED;04162;Omega;1.5600000000;0;0.0650000000;08/01/2019;;0.0000000000;0.0000000000;1.5600000000
15853;Raydan plafón superficie Led 16W 1120lm 4000K 33cm;EILILU0129;8429160158536;IL;Iluminación;ILU;Iluminación a LED;04256;Raydan;11.1300000000;1;0.2000000000;;Ultimas unidades;0.0000000000;0.0000000000;11.1300000000
15854;Raydan plafón superf. Led 20W 1400lm 4000K 38.5cm;EILILU0131;8429160158543;IL;Iluminación;ILU;Iluminación a LED;04256;Raydan;13.5000000000;2;0.2000000000;;Ultimas unidades;0.0000000000;0.0000000000;13.5000000000
15851;Raydan panel superficie  Led 8W 640lm 4000K 12cm;EILILU0134;8429160158512;IL;Iluminación;ILU;Iluminación a LED;04256;Raydan;7.0000000000;4;0.2000000000;;Ultimas unidades;0.0000000000;0.0000000000;7.0000000000
PDL03B;Platinet Ledlamp mesa  Flexi USB 3.5W negro;EILILU0135;5907595438247;IL;Iluminación;ILU;Iluminación a LED;04051;PLATINET;6.1900000000;5;0.2980000000;;;0.0000000000;0.0000000000;6.1900000000
PDL03BL;Platinet Ledlamp mesa  flexi  USB 3.5W azul;EILILU0136;5907595438254;IL;Iluminación;ILU;Iluminación a LED;04051;PLATINET;6.1900000000;5;0.2980000000;;;0.0000000000;0.0000000000;6.1900000000
3MLEDSTR.0001;Cougar Tira Led RGB 350mm LED Strip x 2 pcs;EILILU0138;4715302440503;IL;Iluminación;ILU;Iluminación a LED;04264;Cougar;15.9800000000;22;0.1020000000;;;0.0000000000;0.0000000000;15.9800000000
6102B;SPC Bombilla LED ATRIA 800 E27 9W;EILILU0139;8436542856027;IL;Iluminación;ILU;Iluminación a LED;04203;SPC;14.2200000000;3;0.1000000000;;;0.0000000000;0.0000000000;14.2200000000
6101B;SPC Bombilla LED SIRIUS 470 RGB E27 6W;EILILU0140;8436542856010;IL;Iluminación;ILU;Iluminación a LED;04203;SPC;15.6500000000;7;0.1000000000;;;0.0000000000;0.0000000000;15.6500000000
6103B;SPC Bombilla LED SIRIUS 1050 RGB E27 10W;EILILU0141;8436542856034;IL;Iluminación;ILU;Iluminación a LED;04203;SPC;21.3700000000;7;0.1000000000;;;0.0000000000;0.0000000000;21.3700000000
6105B;SPC Bombilla LED SIRIUS 380 RGB GU10 4.5W;EILILU0142;8436542856058;IL;Iluminación;ILU;Iluminación a LED;04203;SPC;15.6500000000;7;0.1000000000;;;0.0000000000;0.0000000000;15.6500000000
6107B;SPC Bombilla LED SIRIUS 350 RGB E14 4.5W;EILILU0143;8436542856072;IL;Iluminación;ILU;Iluminación a LED;04203;SPC;15.6500000000;17;0.1000000000;;;0.0000000000;0.0000000000;15.6500000000
6106B;SPC Bombilla LED VEGA 380 GU10 4.5W;EILILU0144;8436542856065;IL;Iluminación;ILU;Iluminación a LED;04203;SPC;14.2200000000;5;0.1000000000;;;0.0000000000;0.0000000000;14.2200000000
6104B;SPC Bombilla LED VEGA 1050 E27 4.5W;EILILU0145;8436542856041;IL;Iluminación;ILU;Iluminación a LED;04203;SPC;19.2200000000;3;0.1500000000;;;0.0000000000;0.0000000000;19.2200000000
6401N;SPC Aspirador Inteligente BAAMBA;EPELIM0028;8436542856140;PE;Pequeño electrodoméstico;LIM;Hogar;04203;SPC;149.5000000000;6;5.0000000000;;;0.0000000000;0.0000000000;149.5000000000
6402S;SPC Aspirador Inteligente BAAMBA GYRO 4.0;EPELIM0029;8436542856157;PE;Pequeño electrodoméstico;LIM;Hogar;04203;SPC;184.0000000000;3;5.0000000000;;;0.0000000000;0.0000000000;184.0000000000
6421B;SPC Difusor Aroma NERTA 400ml;EPELIM0030;8436542856263;PE;Pequeño electrodoméstico;LIM;Hogar;04203;SPC;29.8000000000;17;0.2500000000;;;0.0000000000;0.0000000000;29.8000000000
6431N;SPC Mando Infrarojos HORUS 360º;EPELIM0031;8436542854825;PE;Pequeño electrodoméstico;LIM;Hogar;04203;SPC;22.3400000000;3;0.1250000000;;;0.0000000000;0.0000000000;22.3400000000
XZUMBA;Billow Aspirador Inteligente XZUMBA;EPELIM0032;8435099525165;PE;Pequeño electrodoméstico;LIM;Hogar;60134;Billow;143.8600000000;36;2.9600000000;;;0.0000000000;0.0000000000;143.8600000000
10103787;DAGA Flexy-Heat E4 Almohadilla Termica 100W;EPESYB0072;8422160037870;PE;Pequeño electrodoméstico;SYB;Salud y Bienestar;04237;DAGA;22.4700000000;57;0.6510000000;;Ultimas unidades;0.0000000000;0.0000000000;22.4700000000
10200335;DAGA NC Almohadilla Ergonomica Cervical 35W;EPESYB0074;8422160003356;PE;Pequeño electrodoméstico;SYB;Salud y Bienestar;04237;DAGA;21.4000000000;31;0.4660000000;;Ultimas unidades;0.0000000000;0.0000000000;21.4000000000
10203780;DAGA FX NCD Almohadilla Ergonomica Dorsal 90W;EPESYB0079;8422160037801;PE;Pequeño electrodoméstico;SYB;Salud y Bienestar;04237;DAGA;23.5400000000;3;0.7540000000;;Ultimas unidades;0.0000000000;0.0000000000;23.5400000000
10103797;DAGA Flexy-Heat Air Almohadilla Termica 100W;EPESYB0109;8422160037979;PE;Pequeño electrodoméstico;SYB;Salud y Bienestar;04237;DAGA;21.4000000000;9;0.6570000000;;Ultimas unidades;0.0000000000;0.0000000000;21.4000000000
LPN4013GL;XIAOMI Mi Body Composition Scale Blanca;EPESYB0129;6970244526182;PE;Pequeño electrodoméstico;SYB;Salud y Bienestar;04287;XIAOMI;25.9500000000;12;0.1250000000;;;0.0000000000;0.0000000000;25.9500000000
NUN4008GL;XIAOMI Mi Electric Toothbrush Blanco;EPESYB0130;6970244529329;PE;Pequeño electrodoméstico;SYB;Salud y Bienestar;04287;XIAOMI;23.3400000000;12;0.3500000000;;;0.0000000000;0.0000000000;23.3400000000
NUN4010GL;XIAOMI Mi Electric Toothbrush Head Recambio Pack 3;EPESYB0131;6970244529343;PE;Pequeño electrodoméstico;SYB;Salud y Bienestar;04287;XIAOMI;7.4400000000;3;0.1200000000;;;0.0000000000;0.0000000000;7.4400000000
WDBWLG0020HBK-EESN;Western Digital WDBWLG0020HBK 2TB 3.5 USB 3.0 Neg;FAEDDE0158;718037811918;AE;Almacenamiento externo;DDE;Discos duros externos;00500;Western Digital;79.7700000000;0;1.2200000000;;;0.0000000000;6.4500000000;73.3200000000
6021580;Intenso HD 6021580 2TB 2.5 USB 3.0 Negro;FAEDDE0161;4034303017478;AE;Almacenamiento externo;DDE;Discos duros externos;04221;INTENSO;58.3500000000;0;0.3900000000;14/01/2019;;0.0000000000;6.4500000000;51.9000000000
6031512;Intenso HD 6031512 4TB 3.5 USB 3.0 Negro;FAEDDE0164;4034303016860;AE;Almacenamiento externo;DDE;Discos duros externos;04221;INTENSO;80.7900000000;0;1.2400000000;14/01/2019;;0.0000000000;6.4500000000;74.3400000000
6031513;Intenso HD 6031513 5TB 3.5 USB 3.0 Negro;FAEDDE0178;4034303022427;AE;Almacenamiento externo;DDE;Discos duros externos;04221;INTENSO;94.3400000000;0;0.6500000000;14/01/2019;;0.0000000000;6.4500000000;87.8900000000
6028660;Intenso HD 6028660 1TB 2.5 USB 3.0 Memory Board;FAEDDE0181;4034303022878;AE;Almacenamiento externo;DDE;Discos duros externos;04221;INTENSO;45.3900000000;0;0.3000000000;04/01/2021;;0.0000000000;6.4500000000;38.9400000000
SP010TBPHDA30S3W;SP HD A30 1TB 2.5 USB 3.0 Blanco;FAEDDE0186;4712702631227;AE;Almacenamiento externo;DDE;Discos duros externos;60253;Silicon Power;51.9500000000;5;0.4000000000;;;0.0000000000;6.4500000000;45.5000000000
SP010TBPHDA60S3K;SP HD A60 1TB 2.5 USB Resistente agua;FAEDDE0188;4712702635997;AE;Almacenamiento externo;DDE;Discos duros externos;60253;Silicon Power;51.7000000000;6;0.4000000000;;;0.0000000000;6.4500000000;45.2500000000
SP020TBPHDA60S3K;SP HD A60 2TB 2.5 USB Resistente agua;FAEDDE0189;4712702636000;AE;Almacenamiento externo;DDE;Discos duros externos;60253;Silicon Power;69.9400000000;0;0.4000000000;04/01/2021;;0.0000000000;6.4500000000;63.4900000000
SP030TBPHDA60S3K;SP HD A60 3TB 2.5 USB Resistente agua;FAEDDE0190;4712702647471;AE;Almacenamiento externo;DDE;Discos duros externos;60253;Silicon Power;102.3500000000;0;0.4000000000;;Encargo;3.0000000000;6.4500000000;95.9000000000
6031514;Intenso HD 6031514 6TB 3.5 USB 3.0 Negro;FAEDDE0191;4034303025459;AE;Almacenamiento externo;DDE;Discos duros externos;04221;INTENSO;114.3600000000;1;0.5000000000;14/01/2019;;0.0000000000;6.4500000000;107.9100000000
WDBU6Y0020BBK-WESN;Western Digital WDBU6Y0020BBK 2TB 2.5 USB 3.0;FAEDDE0192;718037855363;AE;Almacenamiento externo;DDE;Discos duros externos;00500;Western Digital;73.6900000000;0;0.3200000000;;;0.0000000000;6.4500000000;67.2400000000
WDBUZG0010BBK-WESN;Western Digital WDBUZG0010BBK 1TB 2.5 USB 3.0;FAEDDE0193;718037855448;AE;Almacenamiento externo;DDE;Discos duros externos;00500;Western Digital;53.1800000000;25;0.2500000000;;;0.0000000000;6.4500000000;46.7300000000
WDBU6Y0030BBK-WESN;Western Digital WDBU6Y0030BBK 3TB 2.5 USB 3.0;FAEDDE0194;718037855424;AE;Almacenamiento externo;DDE;Discos duros externos;00500;Western Digital;93.1200000000;0;0.3100000000;;;0.0000000000;6.4500000000;86.6700000000
WDBWLG0030HBK-EESN;Western Digital WDBWLG0030HBK 3TB 3.5 USB 3.0 Neg;FAEDDE0195;718037811819;AE;Almacenamiento externo;DDE;Discos duros externos;00500;Western Digital;86.6400000000;0;1.3100000000;;;0.0000000000;6.4500000000;80.1900000000
WDBWLG0040HBK;Western Digital WDBWLG0040HBK 4TB 3.5 USB 3.0 Neg;FAEDDE0196;718037824925;AE;Almacenamiento externo;DDE;Discos duros externos;00500;Western Digital;97.9600000000;0;1.3200000000;;;0.0000000000;6.4500000000;91.5100000000
3823430;Intenso 3823430 SSD Externo 128GB 1.8 Antracita;FAEDDE0197;4034303025367;AE;Almacenamiento externo;DDE;Discos duros externos;04221;INTENSO;35.0300000000;1;0.1000000000;14/01/2019;;0.0000000000;6.4500000000;28.5800000000
SP010TBPHDA30S3K;SP HD A30 1TB 2.5 USB 3.1 Antigolpes;FAEDDE0200;4712702631203;AE;Almacenamiento externo;DDE;Discos duros externos;60253;Silicon Power;51.9400000000;7;0.4000000000;;;0.0000000000;6.4500000000;45.4900000000
SP020TBPHDA30S3K;SP HD A30 2TB 2.5 USB 3.1 Antigolpes;FAEDDE0201;4712702635539;AE;Almacenamiento externo;DDE;Discos duros externos;60253;Silicon Power;72.6000000000;0;0.4000000000;04/01/2021;;0.0000000000;6.4500000000;66.1500000000
SP010TBPHDA65S3K;SP HD A65 1TB 2.5 USB 3.1 Resistente golpes/agua;FAEDDE0202;4712702644234;AE;Almacenamiento externo;DDE;Discos duros externos;60253;Silicon Power;53.9200000000;0;0.4000000000;04/01/2021;;0.0000000000;6.4500000000;47.4700000000
SP020TBPHDA65S3K;SP HD A65 2TB 2.5 USB 3.1 Resistente golpes/agua;FAEDDE0203;4712702644258;AE;Almacenamiento externo;DDE;Discos duros externos;60253;Silicon Power;72.9400000000;0;0.4000000000;;;0.0000000000;6.4500000000;66.4900000000
