"REFFABRICANTE";"TITULO";"CODIGOINTERNO";"EAN/UPC";"CODFAMILIA";"TITULOFAMILIA";"CODSUBFAMILIA";"TITULOSUBFAMILIA";"CODFABRICANTE";"NOMFABRICANTE";"PRECIO";"STOCK";"PESO";"PROXIMA_LLEGADA";"CICLOVIDA";"PLAZOENTREGA";"CANONLPI";"PRECIOSINCANON"
"XONE109901";"X-One Bumper Bicolor iPhone 6 Rosa - Morado";"AATFYC0317";"8435484109901";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas para Telefonía";"60173";"X-ONE";"0,9900000000";"54";"0,0437500000";"";"Ultimas unidades";"0,0000000000";"0,0000000000";"0,9900000000"
"XONE109925";"X-One Bumper Bicolor iPhone 6 Blanco - Rosa";"AATFYC0319";"8435484109925";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas para Telefonía";"60173";"X-ONE";"0,9900000000";"44";"0,0437500000";"";"Ultimas unidades";"0,0000000000";"0,0000000000";"0,9900000000"
"XONE110006";"X-One Bumper Bicolor iPhone 6 Plus Blanco - Negro";"AATFYC0320";"8435484110006";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas para Telefonía";"60173";"X-ONE";"0,9900000000";"82";"0,0437500000";"";"Ultimas unidades";"0,0000000000";"0,0000000000";"0,9900000000"
"XONE110013";"X-One Bumper Bicolor iPhone 6 Plus Blanco - Rosa";"AATFYC0321";"8435484110013";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas para Telefonía";"60173";"X-ONE";"0,9900000000";"100";"0,0437500000";"";"Ultimas unidades";"0,0000000000";"0,0000000000";"0,9900000000"
"XONE110020";"X-One Bumper Bicolor iPhone 6 Plus Negro - Negro";"AATFYC0322";"8435484110020";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas para Telefonía";"60173";"X-ONE";"0,9900000000";"16";"0,0437500000";"";"Ultimas unidades";"0,0000000000";"0,0000000000";"0,9900000000"
"XONE110037";"X-One Bumper Bicolor iPhone 6 Plus Blanco - Blanco";"AATFYC0323";"8435484110037";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas para Telefonía";"60173";"X-ONE";"0,9900000000";"37";"0,0437500000";"";"Ultimas unidades";"0,0000000000";"0,0000000000";"0,9900000000"
"XONE110075";"X-One Funda TPU Crystal iPhone 6 Plus Azul";"AATFYC0324";"8435484110075";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas para Telefonía";"60173";"X-ONE";"1,0800000000";"19";"0,0437500000";"";"Ultimas unidades";"0,0000000000";"0,0000000000";"1,0800000000"
"XONE110372";"X-One Funda Universal Ventana Talla L Rojo";"AATFYC0329";"8435484110372";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas para Telefonía";"60173";"X-ONE";"2,1600000000";"2";"0,0737500000";"";"";"0,0000000000";"0,0000000000";"2,1600000000"
"XONE112161";"X-One Funda Libro BQ Aquiaris E5 4G Negro";"AATFYC0331";"8435484112161";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas para Telefonía";"60173";"X-ONE";"1,8000000000";"51";"0,0737500000";"";"Ultimas unidades";"0,0000000000";"0,0000000000";"1,8000000000"
"XONE114059";"X-One Funda TPU Samsung S6 Transparente";"AATFYC0338";"8435484114059";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas para Telefonía";"60173";"X-ONE";"1,0800000000";"100";"0,0437500000";"";"Ultimas unidades";"0,0000000000";"0,0000000000";"1,0800000000"
"XONE114646";"X-One Funda Libro Huawei P8 Negro";"AATFYC0343";"8435484114646";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas para Telefonía";"60173";"X-ONE";"1,9400000000";"7";"0,0737500000";"";"";"0,0000000000";"0,0000000000";"1,9400000000"
"XONE114950";"X-One Funda Libro Huawei P8 Lite Negro";"AATFYC0344";"8435484114950";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas para Telefonía";"60173";"X-ONE";"1,7100000000";"100";"0,0737500000";"";"";"0,0000000000";"0,0000000000";"1,7100000000"
"XONE115018";"X-One Funda Libro Huawei P8 Lite Azul";"AATFYC0345";"8435484115018";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas para Telefonía";"60173";"X-ONE";"1,9400000000";"15";"0,0737500000";"";"Ultimas unidades";"0,0000000000";"0,0000000000";"1,9400000000"
"XONE115087";"X-One Funda TPU Fino Huawei P8 Transparente";"AATFYC0346";"8435484115087";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas para Telefonía";"60173";"X-ONE";"1,3500000000";"26";"0,0362500000";"";"Ultimas unidades";"0,0000000000";"0,0000000000";"1,3500000000"
"XONE115513";"X-One Funda TPU Huawei P8 Lite Azul";"AATFYC0348";"8435484115513";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas para Telefonía";"60173";"X-ONE";"1,0800000000";"1";"0,0437500000";"";"Ultimas unidades";"0,0000000000";"0,0000000000";"1,0800000000"
"XONE115520";"X-One Funda TPU Huawei P8 Lite Rosa";"AATFYC0349";"8435484115520";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas para Telefonía";"60173";"X-ONE";"1,0800000000";"26";"0,0437500000";"";"Ultimas unidades";"0,0000000000";"0,0000000000";"1,0800000000"
"XONE117333";"X-One Funda TPU Samsung J5 Negro";"AATFYC0353";"8435484117333";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas para Telefonía";"60173";"X-ONE";"1,0800000000";"100";"0,0437500000";"";"Ultimas unidades";"0,0000000000";"0,0000000000";"1,0800000000"
"XONE117470";"X-One Funda Libro BQ Aquaris M4.5 Negro";"AATFYC0356";"8435484117470";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas para Telefonía";"60173";"X-ONE";"1,9400000000";"100";"0,0737500000";"";"Ultimas unidades";"0,0000000000";"0,0000000000";"1,9400000000"
"XONE123358";"X-One Carcasa Leather Samsung S6 Edge Plus Turques";"AATFYC0368";"8435484123358";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas para Telefonía";"60173";"X-ONE";"1,5300000000";"1";"0,1000000000";"";"Ultimas unidades";"0,0000000000";"0,0000000000";"1,5300000000"
"XONE123624";"X-One Funda Libro Wiko Fever Azul";"AATFYC0373";"8435484123624";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas para Telefonía";"60173";"X-ONE";"1,9400000000";"38";"0,0737500000";"";"Ultimas unidades";"0,0000000000";"0,0000000000";"1,9400000000"
"XONE123754";"X-One Funda TPU Wiko Jam Rosa";"AATFYC0377";"8435484123754";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas para Telefonía";"60173";"X-ONE";"1,0800000000";"13";"0,0437500000";"";"Ultimas unidades";"0,0000000000";"0,0000000000";"1,0800000000"
"XONE123761";"X-One Funda TPU Wiko Fever Transparente";"AATFYC0378";"8435484123761";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas para Telefonía";"60173";"X-ONE";"0,7200000000";"100";"0,0437500000";"";"Ultimas unidades";"0,0000000000";"0,0000000000";"0,7200000000"
"XONE125819";"X-One Funda TPU Samsung A5 2016 Negro";"AATFYC0388";"8435484125819";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas para Telefonía";"60173";"X-ONE";"1,0800000000";"2";"0,0437500000";"";"Ultimas unidades";"0,0000000000";"0,0000000000";"1,0800000000"
"XONE125833";"X-One Funda TPU Samsung A5 2016 Azul";"AATFYC0389";"8435484125833";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas para Telefonía";"60173";"X-ONE";"1,0800000000";"16";"0,0437500000";"";"Ultimas unidades";"0,0000000000";"0,0000000000";"1,0800000000"
"XONE125888";"X-One Funda Libro Samsung A5 2016 Azul";"AATFYC0390";"8435484125888";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas para Telefonía";"60173";"X-ONE";"1,9400000000";"33";"0,0737500000";"";"Ultimas unidades";"0,0000000000";"0,0000000000";"1,9400000000"
"XONE126205";"X-One Funda Libro Samsung J7 2016 Rosa";"AATFYC0393";"8435484126205";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas para Telefonía";"60173";"X-ONE";"1,9400000000";"53";"0,0737500000";"";"Ultimas unidades";"0,0000000000";"0,0000000000";"1,9400000000"
"XONE126212";"X-One Funda Libro Samsung J7 2016 Azul";"AATFYC0394";"8435484126212";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas para Telefonía";"60173";"X-ONE";"1,9400000000";"21";"0,0737500000";"";"Ultimas unidades";"0,0000000000";"0,0000000000";"1,9400000000"
"XONE126250";"X-One Funda Libro Samsung J3 2016 Rosa";"AATFYC0395";"8435484126250";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas para Telefonía";"60173";"X-ONE";"1,9400000000";"15";"0,0737500000";"";"Ultimas unidades";"0,0000000000";"0,0000000000";"1,9400000000"
"XONE126922";"X-One Funda Libro Samsung A3 2016 Negro";"AATFYC0397";"8435484126922";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas para Telefonía";"60173";"X-ONE";"1,9400000000";"21";"0,0737500000";"";"Ultimas unidades";"0,0000000000";"0,0000000000";"1,9400000000"
"XONE127271";"X-One Funda TPU Samsung A3 2016 Fino Transparente";"AATFYC0398";"8435484127271";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas para Telefonía";"60173";"X-ONE";"1,3500000000";"71";"0,0437500000";"";"Ultimas unidades";"0,0000000000";"0,0000000000";"1,3500000000"
"XONE127455";"X-One Funda TPU Samsung S7 Transparente";"AATFYC0400";"8435484127455";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas para Telefonía";"60173";"X-ONE";"1,0800000000";"40";"0,0437500000";"";"";"0,0000000000";"0,0000000000";"1,0800000000"
"XONE127486";"X-One Funda TPU Samsung S7 Edge Transparente";"AATFYC0401";"8435484127486";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas para Telefonía";"60173";"X-ONE";"1,0800000000";"16";"0,0437500000";"";"";"0,0000000000";"0,0000000000";"1,0800000000"
"XONE127493";"X-One Funda Libro Samsung S7 Edge Negro";"AATFYC0402";"8435484127493";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas para Telefonía";"60173";"X-ONE";"1,9400000000";"73";"0,0737500000";"";"";"0,0000000000";"0,0000000000";"1,9400000000"
"XONE127530";"X-One Funda TPU Fino Samsung S7 Transparente";"AATFYC0403";"8435484127530";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas para Telefonía";"60173";"X-ONE";"1,3500000000";"14";"0,0362500000";"";"";"0,0000000000";"0,0000000000";"1,3500000000"
"XONE127554";"X-One Funda TPU Fino Samsung S7 Edge Transparente";"AATFYC0404";"8435484127554";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas para Telefonía";"60173";"X-ONE";"1,3500000000";"20";"0,0362500000";"";"";"0,0000000000";"0,0000000000";"1,3500000000"
"XONE127745";"X-One Funda TPU Samsung A3 2016 Transparente";"AATFYC0407";"8435484127745";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas para Telefonía";"60173";"X-ONE";"1,0800000000";"11";"0,0437500000";"";"Ultimas unidades";"0,0000000000";"0,0000000000";"1,0800000000"
"XONE127875";"X-One Funda TPU Samsung J7 2016 Azul";"AATFYC0408";"8435484127875";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas para Telefonía";"60173";"X-ONE";"1,0800000000";"24";"0,0437500000";"";"Ultimas unidades";"0,0000000000";"0,0000000000";"1,0800000000"
"XONE129084";"X-One Funda Libro Samsung J1 2016 Negro";"AATFYC0411";"8435484129084";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas para Telefonía";"60173";"X-ONE";"1,9400000000";"10";"0,0737500000";"";"Ultimas unidades";"0,0000000000";"0,0000000000";"1,9400000000"
"XONE129121";"X-One Funda Libro Samsung S7 Negro";"AATFYC0413";"8435484129121";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas para Telefonía";"60173";"X-ONE";"1,9400000000";"47";"0,0737500000";"";"";"0,0000000000";"0,0000000000";"1,9400000000"
"XONE131490";"X-One Funda TPU Wiko U Feel Lite Azul";"AATFYC0430";"8435484131490";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas para Telefonía";"60173";"X-ONE";"1,0800000000";"21";"0,0437500000";"";"";"0,0000000000";"0,0000000000";"1,0800000000"
"XONE131742";"X-One Funda Libro Top Samsung S7 Dorado";"AATFYC0436";"8435484131742";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas para Telefonía";"60173";"X-ONE";"4,9500000000";"36";"0,0766000000";"";"";"0,0000000000";"0,0000000000";"4,9500000000"
"XONE131858";"X-One Funda Libro Huawei P9 Negro";"AATFYC0437";"8435484131858";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas para Telefonía";"60173";"X-ONE";"1,9400000000";"20";"0,0737500000";"";"";"0,0000000000";"0,0000000000";"1,9400000000"
"XONE131896";"X-One Funda Libro Huawei P9 Lite Rosa";"AATFYC0439";"8435484131896";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas para Telefonía";"60173";"X-ONE";"1,9400000000";"13";"0,0737500000";"";"";"0,0000000000";"0,0000000000";"1,9400000000"
"XONE131957";"X-One Funda TPU Fino Huawei P9 LiteTransparente";"AATFYC0442";"8435484131957";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas para Telefonía";"60173";"X-ONE";"1,3500000000";"9";"0,0362500000";"";"";"0,0000000000";"0,0000000000";"1,3500000000"
"XONE132015";"X-One Funda TPU Wiko Sunset 2 - Sunny Rosa";"AATFYC0443";"8435484132015";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas para Telefonía";"60173";"X-ONE";"1,0800000000";"47";"0,0437500000";"";"Ultimas unidades";"0,0000000000";"0,0000000000";"1,0800000000"
"XONE132046";"X-One Funda TPU Huawei P9 Lite Negro";"AATFYC0445";"8435484132046";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas para Telefonía";"60173";"X-ONE";"1,0800000000";"23";"0,0437500000";"";"";"0,0000000000";"0,0000000000";"1,0800000000"
"XONE132053";"X-One Funda TPU Huawei P9 Lite Rosa";"AATFYC0446";"8435484132053";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas para Telefonía";"60173";"X-ONE";"1,0800000000";"47";"0,0437500000";"";"";"0,0000000000";"0,0000000000";"1,0800000000"
"XONE132060";"X-One Funda TPU Huawei P9 Lite Azul";"AATFYC0447";"8435484132060";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas para Telefonía";"60173";"X-ONE";"1,0800000000";"42";"0,0437500000";"";"";"0,0000000000";"0,0000000000";"1,0800000000"
"XONE132077";"X-One Funda TPU Huawei P9 Lite Transparente";"AATFYC0448";"8435484132077";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas para Telefonía";"60173";"X-ONE";"1,0800000000";"62";"0,0437500000";"";"";"0,0000000000";"0,0000000000";"1,0800000000"
"XONE132305";"X-One Funda Libro Alcatel Pop 4 (5"") Azul";"AATFYC0450";"8435484132305";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas para Telefonía";"60173";"X-ONE";"1,9400000000";"27";"0,0737500000";"";"Ultimas unidades";"0,0000000000";"0,0000000000";"1,9400000000"
"XONE132817";"X-One Funda TPU Samsung J5 2016 Rosa";"AATFYC0452";"8435484132817";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas para Telefonía";"60173";"X-ONE";"1,0800000000";"20";"0,0437500000";"";"";"0,0000000000";"0,0000000000";"1,0800000000"
"XONE133807";"X-One Funda TPU LG K8 Rosa";"AATFYC0459";"8435484133807";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas para Telefonía";"60173";"X-ONE";"1,0800000000";"23";"0,0437500000";"";"Ultimas unidades";"0,0000000000";"0,0000000000";"1,0800000000"
"XONE133814";"X-One Funda TPU LG K8 Azul";"AATFYC0460";"8435484133814";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas para Telefonía";"60173";"X-ONE";"1,0800000000";"9";"0,0437500000";"";"Ultimas unidades";"0,0000000000";"0,0000000000";"1,0800000000"
"XONE134064";"X-One Funda Libro Wiko Robby Azul";"AATFYC0468";"8435484134064";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas para Telefonía";"60173";"X-ONE";"1,9400000000";"28";"0,0737500000";"";"Ultimas unidades";"0,0000000000";"0,0000000000";"1,9400000000"
"XONE135139";"X-One Funda TPU ZTE Blade V7 Azul";"AATFYC0479";"8435484135139";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas para Telefonía";"60173";"X-ONE";"1,0800000000";"9";"0,0437500000";"";"Ultimas unidades";"0,0000000000";"0,0000000000";"1,0800000000"
"XONE190183";"X-One Funda Libro Top Samsung S7 Azul";"AATFYC0503";"8435484190183";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas para Telefonía";"60173";"X-ONE";"4,2800000000";"1";"0,0766000000";"";"Ultimas unidades";"0,0000000000";"0,0000000000";"4,2800000000"
"XONE190435";"X-One Funda Libro Huawei Y5 II - Y6 II Compact Ros";"AATFYC0528";"8435484190435";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas para Telefonía";"60173";"X-ONE";"1,9400000000";"100";"0,0737500000";"";"Ultimas unidades";"0,0000000000";"0,0000000000";"1,9400000000"
"XONE190442";"X-One Funda Libro Huawei Y5 II - Y6 II Compact Azu";"AATFYC0529";"8435484190442";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas para Telefonía";"60173";"X-ONE";"1,9400000000";"82";"0,0737500000";"";"Ultimas unidades";"0,0000000000";"0,0000000000";"1,9400000000"
"XONE190459";"X-One Funda TPU Fino Samsung S6 Transparente";"AATFYC0530";"8435484190459";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas para Telefonía";"60173";"X-ONE";"1,3500000000";"81";"0,0362500000";"";"Ultimas unidades";"0,0000000000";"0,0000000000";"1,3500000000"
"XONE190558";"X-One Funda TPU Dibujo iPhone 6 Plus Moto";"AATFYC0535";"8435484190558";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas para Telefonía";"60173";"X-ONE";"1,8900000000";"14";"0,0425000000";"";"Ultimas unidades";"0,0000000000";"0,0000000000";"1,8900000000"
"XONE190596";"X-One Funda TPU Huawei Y5 II - Y6 II Compact Rosa";"AATFYC0538";"8435484190596";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas para Telefonía";"60173";"X-ONE";"1,0800000000";"100";"0,0437500000";"";"Ultimas unidades";"0,0000000000";"0,0000000000";"1,0800000000"
"XONE190602";"X-One Funda TPU Huawei Y5 II - Y6 II Compact Azul";"AATFYC0539";"8435484190602";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas para Telefonía";"60173";"X-ONE";"1,0800000000";"100";"0,0437500000";"";"Ultimas unidades";"0,0000000000";"0,0000000000";"1,0800000000"
"XONE191272";"X-One Funda TPU Dibujo Huawei G8 - GX8 Tea";"AATFYC0587";"8435484191272";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas para Telefonía";"60173";"X-ONE";"1,8900000000";"11";"0,0425000000";"";"Ultimas unidades";"0,0000000000";"0,0000000000";"1,8900000000"
"XONE191302";"X-One Funda TPU Dibujo Samsung Core Prime Moto";"AATFYC0590";"8435484191302";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas para Telefonía";"60173";"X-ONE";"1,8900000000";"11";"0,0425000000";"";"Ultimas unidades";"0,0000000000";"0,0000000000";"1,8900000000"
"XONE191326";"X-One Funda Libro IPhone 6 Puente";"AATFYC0592";"8435484191326";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas para Telefonía";"60173";"X-ONE";"1,9800000000";"9";"0,0875000000";"";"Ultimas unidades";"0,0000000000";"0,0000000000";"1,9800000000"
"XONE191500";"X-One Funda TPU Metal iPhone 6 Dorado";"AATFYC0600";"8435484191500";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas para Telefonía";"60173";"X-ONE";"1,9400000000";"95";"0,0437500000";"";"Ultimas unidades";"0,0000000000";"0,0000000000";"1,9400000000"
"XONE191579";"X-One Funda Libro Universal 5.5"" Rosa";"AATFYC0603";"8435484191579";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas para Telefonía";"60173";"X-ONE";"2,1600000000";"21";"0,0737500000";"";"Ultimas unidades";"0,0000000000";"0,0000000000";"2,1600000000"
"XONE191586";"X-One Funda Libro Universal 5.5"" Azul";"AATFYC0604";"8435484191586";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas para Telefonía";"60173";"X-ONE";"2,1600000000";"11";"0,0737500000";"";"Ultimas unidades";"0,0000000000";"0,0000000000";"2,1600000000"
"XONE191647";"X-One Funda TPU Universal 5.5""- 6.0"" Rosa";"AATFYC0610";"8435484191647";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas para Telefonía";"60173";"X-ONE";"1,0800000000";"17";"0,0437500000";"";"Ultimas unidades";"0,0000000000";"0,0000000000";"1,0800000000"
"XONE191791";"X-One Funda TPU Motorola Moto G3 Transparente";"AATFYC0621";"8435484191791";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas para Telefonía";"60173";"X-ONE";"1,0800000000";"11";"0,0437500000";"";"Ultimas unidades";"0,0000000000";"0,0000000000";"1,0800000000"
"XONE191937";"X-One Funda TPU Fino iPhone 7 Plus-8 Plus Transpar";"AATFYC0628";"8435484191937";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas para Telefonía";"60173";"X-ONE";"0,9900000000";"100";"0,0362500000";"";"Ultimas unidades";"0,0000000000";"0,0000000000";"0,9900000000"
"XONE192064";"X-One Brazalete Running Talla L Negro";"AATFYC0634";"8435484192064";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas para Telefonía";"60173";"X-ONE";"2,9300000000";"21";"0,1016000000";"";"";"0,0000000000";"0,0000000000";"2,9300000000"
"XONE192149";"X-One Funda TPU Huawei Y5 II - Y6 II Compact Trans";"AATFYC0637";"8435484192149";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas para Telefonía";"60173";"X-ONE";"1,0800000000";"16";"0,0437500000";"";"Ultimas unidades";"0,0000000000";"0,0000000000";"1,0800000000"
"XONE192446";"X-One Funda TPU Glitter iPhone 6 Plus Dorado";"AATFYC0657";"8435484192446";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas para Telefonía";"60173";"X-ONE";"1,0800000000";"13";"0,0425000000";"";"Ultimas unidades";"0,0000000000";"0,0000000000";"1,0800000000"
"XONE192606";"X-One Funda TPU Metal iPhone 7 - 8 Rosa";"AATFYC0665";"8435484192606";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas para Telefonía";"60173";"X-ONE";"1,9400000000";"40";"0,0437500000";"";"Ultimas unidades";"0,0000000000";"0,0000000000";"1,9400000000"
"XONE192675";"X-One Funda TPU Metal iPhone 7 Plus - 8 Plus Rosa";"AATFYC0671";"8435484192675";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas para Telefonía";"60173";"X-ONE";"1,9400000000";"17";"0,0437500000";"";"Ultimas unidades";"0,0000000000";"0,0000000000";"1,9400000000"
"XONE192712";"X-One Funda TPU Metal iPhone 7 Plus - 8 Plus Dorad";"AATFYC0674";"8435484192712";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas para Telefonía";"60173";"X-ONE";"1,9400000000";"45";"0,0437500000";"";"";"0,0000000000";"0,0000000000";"1,9400000000"
"XONE192743";"X-One Funda TPU Glitter Samsung S7 Edge Rosa";"AATFYC0677";"8435484192743";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas para Telefonía";"60173";"X-ONE";"1,0800000000";"1";"0,0425000000";"";"Ultimas unidades";"0,0000000000";"0,0000000000";"1,0800000000"
"XONE192750";"X-One Funda TPU Glitter Samsung S7 Edge Turquesa";"AATFYC0678";"8435484192750";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas para Telefonía";"60173";"X-ONE";"1,0800000000";"1";"0,0425000000";"";"Ultimas unidades";"0,0000000000";"0,0000000000";"1,0800000000"
"XONE192767";"X-One Funda TPU Glitter Samsung S7 Edge Plata";"AATFYC0679";"8435484192767";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas para Telefonía";"60173";"X-ONE";"1,0800000000";"1";"0,0425000000";"";"Ultimas unidades";"0,0000000000";"0,0000000000";"1,0800000000"
"XONE192828";"X-One Funda TPU Glitter Huawei P9 Lite Dorado";"AATFYC0685";"8435484192828";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas para Telefonía";"60173";"X-ONE";"1,0800000000";"1";"0,0425000000";"";"Ultimas unidades";"0,0000000000";"0,0000000000";"1,0800000000"
"XONE192859";"X-One Funda TPU Glitter Samsung J3 2016 Turquesa";"AATFYC0688";"8435484192859";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas para Telefonía";"60173";"X-ONE";"1,0800000000";"20";"0,0425000000";"";"";"0,0000000000";"0,0000000000";"1,0800000000"
"XONE192941";"X-One Funda TPU Glitter Samsung S7 Rosa";"AATFYC0697";"8435484192941";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas para Telefonía";"60173";"X-ONE";"1,0800000000";"1";"0,0425000000";"";"Ultimas unidades";"0,0000000000";"0,0000000000";"1,0800000000"
"XONE192958";"X-One Funda TPU Glitter Samsung S7 Turquesa";"AATFYC0698";"8435484192958";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas para Telefonía";"60173";"X-ONE";"1,0800000000";"1";"0,0425000000";"";"Ultimas unidades";"0,0000000000";"0,0000000000";"1,0800000000"
"XONE192965";"X-One Funda TPU Glitter Samsung S7 Plata";"AATFYC0699";"8435484192965";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas para Telefonía";"60173";"X-ONE";"1,0800000000";"1";"0,0425000000";"";"Ultimas unidades";"0,0000000000";"0,0000000000";"1,0800000000"
"XONE193108";"X-One Funda TPU Dibujo Samsung J5 Rise Bola";"AATFYC0711";"8435484193108";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas para Telefonía";"60173";"X-ONE";"1,8900000000";"13";"0,0425000000";"";"Ultimas unidades";"0,0000000000";"0,0000000000";"1,8900000000"
"XONE193252";"X-One Funda TPU Huawei Y5 II - Y6 II Compact Negro";"AATFYC0723";"8435484193252";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas para Telefonía";"60173";"X-ONE";"1,0800000000";"100";"0,0437500000";"";"Ultimas unidades";"0,0000000000";"0,0000000000";"1,0800000000"
"XONE193399";"X-One Funda Libro iPhone 7 - 8 Rosa";"AATFYC0734";"8435484193399";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas para Telefonía";"60173";"X-ONE";"1,9400000000";"66";"0,0737500000";"";"Ultimas unidades";"0,0000000000";"0,0000000000";"1,9400000000"
"XONE193412";"X-One Funda Libro iPhone 7 - 8 Azul";"AATFYC0736";"8435484193412";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas para Telefonía";"60173";"X-ONE";"1,9400000000";"13";"0,0737500000";"";"Ultimas unidades";"0,0000000000";"0,0000000000";"1,9400000000"
"XONE193429";"X-One Funda Libro iPhone 7 - 8 Rojo";"AATFYC0737";"8435484193429";"AT";"Accesorios Telefonía";"FYC";"Fundas y Carcasas para Telefonía";"60173";"X-ONE";"1,9400000000";"13";"0,0737500000";"";"Ultimas unidades";"0,0000000000";"0,0000000000";"1,9400000000"
