"REFFABRICANTE";"TITULO";"CODIGOINTERNO";"EAN/UPC";"CODFAMILIA";"TITULOFAMILIA";"CODSUBFAMILIA";"TITULOSUBFAMILIA";"CODFABRICANTE";"NOMFABRICANTE";PRECIO;"STOCK";PESO;"PROXIMA_LLEGADA";"CICLOVIDA";"PLAZOENTREGA"
"OM0419R";"Omega Ratón Inalámbrico OM0419 1000DPI Rojo USB";"FTRRIN0202";"5907595417952";"TR";"Teclados y ratones";"RIN";"Ratones inalámbricos";"04162";"Omega";4,60;6;0,0900000000;"";"";"0,0000000000"
"MW10TR1W02";"Hiditec Ratón Inalámbrico Piano Blanco";"FTRRIN0213";"8436545690369";"TR";"Teclados y ratones";"RIN";"Ratones inalámbricos";"04194";"Hiditec";8,02;15;0,4000000000;"";"";"0,0000000000"
"Hiditec Ratón Gaming";"Hiditec Ratón Gaming INOX 3.500 dpi";"FTRRIN0214";"8436545690383";"TR";"Teclados y ratones";"RIN";"Ratones inalámbricos";"04194";"Hiditec";22,35;8;0,3400000000;"";"";"0,0000000000"
"MW10SM2001";"Hiditec Ratón Inalámbrico Diávolo";"FTRRIN0233";"8436545690406";"TR";"Teclados y ratones";"RIN";"Ratones inalámbricos";"04194";"Hiditec";8,77;5;0,1250000000;"";"";"0,0000000000"
"910-004287";"Logitech Ratón Inalámbrico M280 Negro";"FTRRIN0237";"5099206052543";"TR";"Teclados y ratones";"RIN";"Ratones inalámbricos";"00970";"Logitech";20,01;13;0,2500000000;"";"";"0,0000000000"
"OM0414WR";"OMEGA RATON INALAMBRICO 2,4GHZ USB 1000DPI ROJO";"FTRRIN0241";"5907595425971";"TR";"Teclados y ratones";"RIN";"Ratones inalámbricos";"04162";"Omega";4,69;6;0,0700000000;"";"";"0,0000000000"
"OM0446B";"OMEGA RATON BLUETOOTH INALAMBRICO OM446B NEGRO";"FTRRIN0243";"5907595425995";"TR";"Teclados y ratones";"RIN";"Ratones inalámbricos";"04162";"Omega";7,71;26;0,0950000000;"31/12/2017";"";"0,0000000000"
"OM0446BL";"OMEGA RATON BLUETOOTH INALAMBRICO OM446BL AZUL";"FTRRIN0244";"5907595426008";"TR";"Teclados y ratones";"RIN";"Ratones inalámbricos";"04162";"Omega";7,71;6;0,0950000000;"";"Ultimas unidades";"0,0000000000"
"OM0446W";"OMEGA RATON BLUETOOTH INALAMBRICO OM446W BLANCO";"FTRRIN0246";"5907595426015";"TR";"Teclados y ratones";"RIN";"Ratones inalámbricos";"04162";"Omega";7,71;9;0,0950000000;"";"";"0,0000000000"
"EW3221";"EMINENT-EWENT EW3221 Raton óptico inalámbrico";"FTRRIN0253";"8056045871145";"TR";"Teclados y ratones";"RIN";"Ratones inalámbricos";"04193";"Ewent";5,20;13;0,1000000000;"";"";"0,0000000000"
"OM0414WBB";"Omega OM0414WBB inalambrico 2,4GHz 1000DPI  negro";"FTRRIN0259";"5907595428668";"TR";"Teclados y ratones";"RIN";"Ratones inalámbricos";"04162";"Omega";4,32;4;0,1020000000;"18/10/2016";"";"0,0000000000"
"APPWMEGP";"approx Ratón Inalámbrico APPWMEGP Verde";"FTRRIN0261";"8435099518372";"TR";"Teclados y ratones";"RIN";"Ratones inalámbricos";"01360";"approx!";4,16;23;0,1200000000;"";"";"0,0000000000"
"APPWMEO";"approx Ratón Inalámbrico APPWMEO Naranja";"FTRRIN0262";"8435099518389";"TR";"Teclados y ratones";"RIN";"Ratones inalámbricos";"01360";"approx!";4,16;18;0,1200000000;"";"";"0,0000000000"
"APPWMEP";"approx Ratón Inalámbrico APPWMEP Púrpura";"FTRRIN0263";"8435099518396";"TR";"Teclados y ratones";"RIN";"Ratones inalámbricos";"01360";"approx!";4,16;18;0,1200000000;"";"";"0,0000000000"
"MOU010000";"Hiditec Ratón Inalámbrico Silent Negro";"FTRRIN0264";"8436545690529";"TR";"Teclados y ratones";"RIN";"Ratones inalámbricos";"04194";"Hiditec";10,25;8;0,2000000000;"";"";"0,0000000000"
"MOU010001";"Hiditec Ratón Inalámbrico Reader Negro Avago A3000";"FTRRIN0265";"8436545690574";"TR";"Teclados y ratones";"RIN";"Ratones inalámbricos";"04194";"Hiditec";8,04;20;0,2000000000;"";"";"0,0000000000"
"MOU010002";"Hiditec Ratón Inalámbrico Dendro Avago A3000 Progr";"FTRRIN0266";"8436545690567";"TR";"Teclados y ratones";"RIN";"Ratones inalámbricos";"04194";"Hiditec";19,72;26;0,2000000000;"";"";"0,0000000000"
"PSI09223";"iggual Ratón Inalámbrico 2,4GHz Negro 1200dpi";"FTRRIN0267";"8435364309223";"TR";"Teclados y ratones";"RIN";"Ratones inalámbricos";"60001";"iggual";3,99;100;0,2500000000;"";"";"0,0000000000"
"PSI09216";"iggual Ratón Inalámbrico 2,4GHz Rojo 1200dpi";"FTRRIN0268";"8435364309216";"TR";"Teclados y ratones";"RIN";"Ratones inalámbricos";"60001";"iggual";4,12;100;0,2500000000;"";"";"0,0000000000"
"PSI09100";"iggual Ratón Inal 2,4GHz Plata 1200dpi Scroll+3Bot";"FTRRIN0269";"8435364309100";"TR";"Teclados y ratones";"RIN";"Ratones inalámbricos";"60001";"iggual";3,90;100;0,2500000000;"";"";"0,0000000000"
"AM";"3GO Air Mouse con Teclado Querty Nano USB";"FTRRIN0272";"8436531557409";"TR";"Teclados y ratones";"RIN";"Ratones inalámbricos";"60043";"3GO";17,62;10;0,3500000000;"";"";"0,0000000000"
"OM0412WB";"OMEGA RATON INAL.2,4GHz USB 1000DPI OM0412WB NEG.";"FTRRIN0273";"5907595429788";"TR";"Teclados y ratones";"RIN";"Ratones inalámbricos";"04162";"Omega";3,90;43;0,0660000000;"";"";"0,0000000000"
"OM0412WBL";"OMEGA RATON INAL.2,4GHz USB 1000DPI OM0412WBL AZUL";"FTRRIN0274";"5907595429795";"TR";"Teclados y ratones";"RIN";"Ratones inalámbricos";"04162";"Omega";3,75;22;0,0660000000;"";"";"0,0000000000"
"OM0412WR";"OMEGA RATON INAL.2,4GHz USB 1000DPI OM0412WR ROJO";"FTRRIN0275";"5907595429818";"TR";"Teclados y ratones";"RIN";"Ratones inalámbricos";"04162";"Omega";3,75;27;0,0660000000;"";"";"0,0000000000"
"OM0420B";"OMEGA RATON INALAMBRICO 2,4GHz 1000DPI NEGRO";"FTRRIN0276";"5907595428613";"TR";"Teclados y ratones";"RIN";"Ratones inalámbricos";"04162";"Omega";3,76;72;0,0660000000;"";"";"0,0000000000"
"OM0420W";"OMEGA RATON INAL.2,4GHZ 1000DPI NANO USB BLANCO";"FTRRIN0279";"5907595428644";"TR";"Teclados y ratones";"RIN";"Ratones inalámbricos";"04162";"Omega";3,60;24;0,0660000000;"";"";"0,0000000000"
"JW-T0210";"Cherry Ratón inalámbrico MW2110";"FTRRIN0280";"4025112085871";"TR";"Teclados y ratones";"RIN";"Ratones inalámbricos";"01100";"Cherry";8,74;34;0,2000000000;"";"";"0,0000000000"
"PAC010002";"Kit Hiditec Ratón Gaming Micrurus+ Alfombr.TFenix";"FTRRIN0281";"8436545690789";"TR";"Teclados y ratones";"RIN";"Ratones inalámbricos";"04194";"Hiditec";38,95;11;0,5000000000;"";"";"0,0000000000"
"OM0416WBB";"OMEGA RATON INALAMBRICO 800-1200-1600DPI NEGRO";"FTRRIN0285";"5907595431637";"TR";"Teclados y ratones";"RIN";"Ratones inalámbricos";"04162";"Omega";3,99;23;0,0810000000;"";"";"0,0000000000"
"OM0416WBBL";"OMEGA RATON INALAMBRICO 800-1200-1600DPI AZUL";"FTRRIN0286";"5907595431644";"TR";"Teclados y ratones";"RIN";"Ratones inalámbricos";"04162";"Omega";3,90;1;0,0810000000;"31/12/2017";"";"0,0000000000"
"OM0416WBR";"OMEGA RATON INALAMBRICO 800-1200-1600DPI ROJO";"FTRRIN0288";"5907595431668";"TR";"Teclados y ratones";"RIN";"Ratones inalámbricos";"04162";"Omega";3,90;13;0,0810000000;"";"";"0,0000000000"
"PM0417WBGR";"PLATINET RATON INALAMBRICO 2,4GHz USB 1200DPI PM-4";"FTRRIN0291";"5907595431088";"TR";"Teclados y ratones";"RIN";"Ratones inalámbricos";"04051";"PLATINET";4,99;0;0,0900000000;"";"Proximamente";"0,0000000000"
"JW-T0310";"Cherry Ratón Inalámbrico MW2310";"FTRRIN0294";"4025112085932";"TR";"Teclados y ratones";"RIN";"Ratones inalámbricos";"01100";"Cherry";13,24;9;0,2000000000;"";"";"0,0000000000"
"APPWMA1";"approx Ratón Inalámbrico appWMA1 Negro";"FTRRIN0295";"8435099519980";"TR";"Teclados y ratones";"RIN";"Ratones inalámbricos";"01360";"approx!";4,12;63;0,1100000000;"";"";"0,0000000000"
"HAZEWHITE";"NGS Ratón HAZEWHITE 2.4 Óptico inalámbrico";"FTRRIN0297";"8435430605358";"TR";"Teclados y ratones";"RIN";"Ratones inalámbricos";"01040";"NGS";5,79;13;0,0120000000;"";"";"0,0000000000"
"HAZERED";"NGS Ratón HAZERED 2.4 Óptico inalámbrico";"FTRRIN0298";"8435430605372";"TR";"Teclados y ratones";"RIN";"Ratones inalámbricos";"01040";"NGS";5,77;20;0,0120000000;"";"";"0,0000000000"
"DUSTGREEN";"NGS Ratón inalámbrico DUSTGREEN Óptico inalámbrico";"FTRRIN0299";"8435430605068";"TR";"Teclados y ratones";"RIN";"Ratones inalámbricos";"01040";"NGS";5,59;9;0,1100000000;"";"";"0,0000000000"
"DUSTPINK";"NGS Ratón inalámbrico DUSTPINK Óptico inalámbrico";"FTRRIN0300";"8435430605518";"TR";"Teclados y ratones";"RIN";"Ratones inalámbricos";"01040";"NGS";5,59;9;0,1100000000;"";"";"0,0000000000"
"DUSTYELLOW";"NGS Ratón inalámbrico DUSTYELLOW Óptico inalámbric";"FTRRIN0301";"8435430605532";"TR";"Teclados y ratones";"RIN";"Ratones inalámbricos";"01040";"NGS";5,65;13;0,1100000000;"";"";"0,0000000000"
"FOG";"NGS Ratón FOG Óptico inalámbrico 1000 Negro";"FTRRIN0302";"8435430605044";"TR";"Teclados y ratones";"RIN";"Ratones inalámbricos";"01040";"NGS";4,14;22;0,0120000000;"31/12/2017";"";"0,0000000000"
"FOGWHITE";"NGS Ratón inalámbrico FOG Óptico 1000 Blanco";"FTRRIN0303";"8435430605297";"TR";"Teclados y ratones";"RIN";"Ratones inalámbricos";"01040";"NGS";3,93;0;0,0120000000;"31/12/2017";"";"0,0000000000"
"FOGBLUE";"NGS Ratón inalámbrico FOG Óptico 1000 Azul";"FTRRIN0304";"8435430605310";"TR";"Teclados y ratones";"RIN";"Ratones inalámbricos";"01040";"NGS";4,26;13;0,0120000000;"";"";"0,0000000000"
"APPWMAB";"approx Ratón Inalámbrico appWMAB Negro";"FTRRIN0306";"8435099520146";"TR";"Teclados y ratones";"RIN";"Ratones inalámbricos";"01360";"approx!";3,29;19;0,1100000000;"31/12/2017";"";"0,0000000000"
"APPWMAW";"approx Ratón Inalámbrico appWMAW Blanco";"FTRRIN0307";"8435099520153";"TR";"Teclados y ratones";"RIN";"Ratones inalámbricos";"01360";"approx!";3,29;100;0,1100000000;"";"";"0,0000000000"
"OM0300WB";"OMEGA RATON INALAMBRICO 1200DPI COCHE NEGRO";"FTRRIN0308";"5907595432504";"TR";"Teclados y ratones";"RIN";"Ratones inalámbricos";"04162";"Omega";6,21;20;0,1120000000;"";"";"0,0000000000"
"OM0300WBL";"OMEGA RATON INALAMBRICO 1200DPI COCHE AZUL";"FTRRIN0309";"5907595432511";"TR";"Teclados y ratones";"RIN";"Ratones inalámbricos";"04162";"Omega";6,21;19;0,1120000000;"";"";"0,0000000000"
"OM0300WR";"OMEGA RATON INALAMBRICO 1200DPI COCHE ROJO";"FTRRIN0310";"5907595432528";"TR";"Teclados y ratones";"RIN";"Ratones inalámbricos";"04162";"Omega";6,21;15;0,1120000000;"";"";"0,0000000000"
"OM0300WS";"OMEGA RATON INALAMBRICO 1200DPI COCHE PLATA";"FTRRIN0311";"5907595432535";"TR";"Teclados y ratones";"RIN";"Ratones inalámbricos";"04162";"Omega";6,21;20;0,1120000000;"";"";"0,0000000000"
"OM0300WW";"OMEGA RATON INALAMBRICO 1200DPI COCHE BLANCO";"FTRRIN0312";"5907595432542";"TR";"Teclados y ratones";"RIN";"Ratones inalámbricos";"04162";"Omega";6,21;5;0,1120000000;"";"";"0,0000000000"
"APPWMLITETERV2";"approx Ratón Inalámbrico APPWMLITETERV2 Gris/Rojo";"FTRRIN0313";"8435099520504";"TR";"Teclados y ratones";"RIN";"Ratones inalámbricos";"01360";"approx!";5,00;21;0,1500000000;"";"";"0,0000000000"
"APPWMLITELBV2";"approx Ratón Inalámbrico APPWMLITELBV2 Gris/Celes";"FTRRIN0314";"8435099520481";"TR";"Teclados y ratones";"RIN";"Ratones inalámbricos";"01360";"approx!";5,00;22;0,1500000000;"";"";"0,0000000000"
"APPWMLITEPV2";"approx Ratón Inalámbrico APPWMLITEPV2 Gris/Púrpur";"FTRRIN0315";"8435099520498";"TR";"Teclados y ratones";"RIN";"Ratones inalámbricos";"01360";"approx!";5,00;6;0,1500000000;"";"Ultimas unidades";"0,0000000000"
"APPWMELB";"approx Ratón Inalámbrico APPWMELB Negro/Celeste";"FTRRIN0316";"8435099520467";"TR";"Teclados y ratones";"RIN";"Ratones inalámbricos";"01360";"approx!";3,91;30;0,1500000000;"";"";"0,0000000000"
"APPWMER";"approx Ratón Inalámbrico APPWMER Negro/Rojo";"FTRRIN0317";"8435099520474";"TR";"Teclados y ratones";"RIN";"Ratones inalámbricos";"01360";"approx!";3,91;43;0,1500000000;"";"";"0,0000000000"
"appWMOFFICEB";"approx Ratón Inalámbrico appWMOFFICEB Negro";"FTRRIN0318";"8435099520764";"TR";"Teclados y ratones";"RIN";"Ratones inalámbricos";"01360";"approx!";4,49;33;0,2000000000;"";"";"0,0000000000"
"appWMOFFICEG";"approx Ratón Inalámbrico appWMOFFICEG Gris";"FTRRIN0319";"8435099520771";"TR";"Teclados y ratones";"RIN";"Ratones inalámbricos";"01360";"approx!";4,49;17;0,2000000000;"";"";"0,0000000000"
"appWMOFFICER";"approx Ratón Inalámbrico appWMOFFICER Rojo";"FTRRIN0320";"8435099520795";"TR";"Teclados y ratones";"RIN";"Ratones inalámbricos";"01360";"approx!";4,49;11;0,2000000000;"";"";"0,0000000000"
"appWMOFFICELB";"approx Ratón Inalámbrico appWMOFFICELB Azul";"FTRRIN0321";"8435099520788";"TR";"Teclados y ratones";"RIN";"Ratones inalámbricos";"01360";"approx!";4,49;18;0,2000000000;"";"";"0,0000000000"
"910-004424";"Logitech Ratón Inalámbrico M171 1000 dpi Negro";"FTRRIN0322";"5099206062856";"TR";"Teclados y ratones";"RIN";"Ratones inalámbricos";"00970";"Logitech";9,96;100;0,2000000000;"";"Novedad";"0,0000000000"
"910-004640";"Logitech Ratón Inalámbrico M171 1000 dpi Azul";"FTRRIN0323";"5099206062863";"TR";"Teclados y ratones";"RIN";"Ratones inalámbricos";"00970";"Logitech";10,25;63;0,2000000000;"";"Novedad";"0,0000000000"
"910-004641";"Logitech Ratón Inalámbrico M171 1000 dpi Neg/Rojo";"FTRRIN0324";"5099206062870";"TR";"Teclados y ratones";"RIN";"Ratones inalámbricos";"00970";"Logitech";9,96;100;0,2000000000;"";"Novedad";"0,0000000000"
"KBDRILEPS2";"3GO Teclado Multimedia PS2 DRILE Negro";"FTRTPS0033";"8436531556396";"TR";"Teclados y ratones";"TPS";"Teclados PS/2";"60043";"3GO";4,02;31;0,2500000000;"";"";"0,0000000000"
"LL-KB-628M-PS/2";"L-Link Teclado Multimedia PS2 Negro";"FTRTPS0034";"8436531366353";"TR";"Teclados y ratones";"TPS";"Teclados PS/2";"04177";"L-Link";4,14;100;0,2000000000;"";"";"0,0000000000"
"G84-5500LUMES-2";"Cherry XS TouchPad teclado+TouchPad USB 2.0 Negro";"FTRTUS0015";"4025112072758";"TR";"Teclados y ratones";"TUS";"Teclados USB";"01100";"Cherry";100,10;4;0,7600000000;"";"";"0,0000000000"
"920-002518";"LOGITECH TECLADO K120 OEM USB";"FTRTUS0081";"5099206021372";"TR";"Teclados y ratones";"TUS";"Teclados USB";"00970";"Logitech";9,37;100;0,2000000000;"";"";"0,0000000000"
"920-003978";"Logitech Teclado+ Ratón MK330 USB Negro";"FTRTUS0118";"5099206033580";"TR";"Teclados y ratones";"TUS";"Teclados USB";"00970";"Logitech";34,05;30;0,3000000000;"";"";"0,0000000000"
"EW3146";"EWENT EW3146 Teclado Bluetooth Blanco";"FTRTUS0142";"8032958186965";"TR";"Teclados y ratones";"TUS";"Teclados USB";"04193";"Ewent";13,97;8;0,3560000000;"";"";"0,0000000000"
"JK-0800ES-2";"Cherry Teclado KC 1000 Negro";"FTRTUS0149";"4025112081347";"TR";"Teclados y ratones";"TUS";"Teclados USB";"01100";"Cherry";8,08;43;0,7250000000;"";"";"0,0000000000"
"JK-0800DE-2";"Cherry Teclado Aleman KC 1000 Negro";"FTRTUS0150";"4025112081316";"TR";"Teclados y ratones";"TUS";"Teclados USB";"01100";"Cherry";9,52;15;0,7250000000;"";"";"0,0000000000"
"ACK-700U";"Mustek Teclado TPV ACK-700U  Negro Usb 105 Teclas";"FTRTUS0156";"4718093700016";"TR";"Teclados y ratones";"TUS";"Teclados USB";"04174";"Mustek";21,11;34;1,2450000000;"";"";"0,0000000000"
"EW3125";"EWENT EW3125 Teclado USB Negro";"FTRTUS0158";"8032958185975";"TR";"Teclados y ratones";"TUS";"Teclados USB";"04193";"Ewent";4,82;31;0,6400000000;"";"";"0,0000000000"
"AK1";"Tacens Anima Teclado AK1 multimedia USB Negro";"FTRTUS0164";"4713105963106";"TR";"Teclados y ratones";"TUS";"Teclados USB";"04080";"Tacens";5,88;35;0,3000000000;"";"";"0,0000000000"
"JK-0800GB-2";"Cherry Teclado Ingles KC 1000 Negro";"FTRTUS0170";"4025112081330";"TR";"Teclados y ratones";"TUS";"Teclados USB";"01100";"Cherry";9,52;6;0,7250000000;"";"";"0,0000000000"
"APPBOLT";"approx Teclado Gaming appBOLT 9B para MAC y Win Ne";"FTRTUS0179";"8435099516101";"TR";"Teclados y ratones";"TUS";"Teclados USB";"01360";"approx!";6,52;20;0,7000000000;"";"";"0,0000000000"
"appkbtv02";"approx Teclado Inal Smart TV Touchpad appKBTV02 Ne";"FTRTUS0181";"8435099516378";"TR";"Teclados y ratones";"TUS";"Teclados USB";"01360";"approx!";20,14;16;0,6400000000;"";"";"0,0000000000"
"MCP0";"Tacens Mars Gaming MCP0 Teclado(MK0) + Ratón(MM0)";"FTRTUS0182";"4713105963205";"TR";"Teclados y ratones";"TUS";"Teclados USB";"04080";"Tacens";12,10;50;0,7850000000;"";"";"0,0000000000"
"JK-0800ES-0";"Cherry Teclado KC 1000 Blanco";"FTRTUS0184";"4025112082191";"TR";"Teclados y ratones";"TUS";"Teclados USB";"01100";"Cherry";8,97;25;0,7300000000;"";"";"0,0000000000"
"GKE010000";"Hiditec Teclado Gaming GK200 Retroiluminado";"FTRTUS0185";"8436545690512";"TR";"Teclados y ratones";"TUS";"Teclados USB";"04194";"Hiditec";19,47;3;1,0000000000;"";"";"0,0000000000"
"KEY010000";"Hiditec Teclado+Ratón Multimedia KM300 Negro";"FTRTUS0186";"8436545690505";"TR";"Teclados y ratones";"TUS";"Teclados USB";"04194";"Hiditec";16,65;8;0,6750000000;"";"";"0,0000000000"
"G80-3850LYBES-2";"Cherry Teclado Profesional MX-Board 3.0 Negro";"FTRTUS0193";"4025112081989";"TR";"Teclados y ratones";"TUS";"Teclados USB";"01100";"Cherry";61,43;1;1,2250000000;"";"";"0,0000000000"
"G84-5400LUMES-2";"Cherry Teclado XS Plano Trackball Negro";"FTRTUS0201";"4025112072598";"TR";"Teclados y ratones";"TUS";"Teclados USB";"01100";"Cherry";100,10;1;0,7200000000;"20/10/2016";"";"0,0000000000"
"MK3";"Tacens Mars Gaming Teclado MK3";"FTRTUS0204";"4713105963458";"TR";"Teclados y ratones";"TUS";"Teclados USB";"04080";"Tacens";33,95;64;1,3350000000;"";"";"0,0000000000"
"JK-A0100ES-2";"Cherry Teclado+lector chip integrado (DNIe) Negro";"FTRTUS0206";"4025112084591";"TR";"Teclados y ratones";"TUS";"Teclados USB";"01100";"Cherry";22,90;79;0,8500000000;"";"Ultimas unidades";"0,0000000000"
"JK-A0100ES-0";"Cherry Teclado+Lector Chip Integrado (DNIe) Blanco";"FTRTUS0207";"4025112084669";"TR";"Teclados y ratones";"TUS";"Teclados USB";"01100";"Cherry";21,95;0;0,8500000000;"31/12/2017";"";"0,0000000000"
"ACP1";"Tacens Anima ACP1 Teclado USB + Ratón 1600 DPI";"FTRTUS0209";"4713105963618";"TR";"Teclados y ratones";"TUS";"Teclados USB";"04080";"Tacens";7,94;100;1,0000000000;"";"";"0,0000000000"
"MKHA0";"Tacens Mars Gaming Hades MKHA0 Teclado USB  Metal";"FTRTUS0210";"4713105963564";"TR";"Teclados y ratones";"TUS";"Teclados USB";"04080";"Tacens";8,10;64;1,0000000000;"";"";"0,0000000000"
"MKHA1";"Tacens Mars Gaming Hades MKHA1 Teclado Gaming";"FTRTUS0211";"4713105963571";"TR";"Teclados y ratones";"TUS";"Teclados USB";"04080";"Tacens";14,62;13;1,0000000000;"";"";"0,0000000000"
"OZSTRIKEBATTLEBSPBN";"OZONE Teclado Gaming Strike Battle Negro Ch.Brown";"FTRTUS0216";"8436532172496";"TR";"Teclados y ratones";"TUS";"Teclados USB";"04234";"OZONE";66,87;1;0,6850000000;"19/10/2016";"";"0,0000000000"
"OZBLADE";"OZONE Teclado Gaming  Blade Membrana 10 Macros";"FTRTUS0220";"8436532171635";"TR";"Teclados y ratones";"TUS";"Teclados USB";"04234";"OZONE";37,12;11;1,1400000000;"";"";"0,0000000000"
"G80-8040LUVES-2";"Cherry Teclado + Lector Tarj.Magneticas +SMC USB";"FTRTUS0221";"4025112084980";"TR";"Teclados y ratones";"TUS";"Teclados USB";"01100";"Cherry";113,58;5;0,2500000000;"";"";"0,0000000000"
"NXKROMKHLN";"Nox Teclado Krom KHALON NXKROMKHLN Membrana";"FTRTUS0224";"8436532163029";"TR";"Teclados y ratones";"TUS";"Teclados USB";"04191";"NOX";19,13;6;1,5000000000;"31/12/2017";"";"0,0000000000"
"JK-1700ES-2";"Cherry Teclado Inalambrico KW 2000 Negro";"FTRTUS0226";"4025112082931";"TR";"Teclados y ratones";"TUS";"Teclados USB";"01100";"Cherry";10,56;7;0,8000000000;"";"";"0,0000000000"
"NXKROMKRTSBL";"Nox Teclado Gaming Krom Kratos  Blue Led Nar";"FTRTUS0228";"8436532162978";"TR";"Teclados y ratones";"TUS";"Teclados USB";"04191";"NOX";61,48;4;1,0000000000;"";"";"0,0000000000"
"NXKROMKRTSBN";"Nox Teclado Gaming Krom Kratos BrownLed Naranja";"FTRTUS0229";"8436532162985";"TR";"Teclados y ratones";"TUS";"Teclados USB";"04191";"NOX";61,04;1;1,0000000000;"";"";"0,0000000000"
"MK215";"Tacens Mars Gaming Teclado MK215";"FTRTUS0232";"4713105963748";"TR";"Teclados y ratones";"TUS";"Teclados USB";"04080";"Tacens";23,57;60;1,0000000000;"";"";"0,0000000000"
"APPKBDNIV2";"approx Teclado Lector DNIe compat.tarjt.Sanitaria";"FTRTUS0233";"8435099518891";"TR";"Teclados y ratones";"TUS";"Teclados USB";"01360";"approx!";20,22;0;1,2000000000;"31/12/2017";"";"0,0000000000"
"PSI09063";"iggual Teclado USB Negro";"FTRTUS0235";"8435364309063";"TR";"Teclados y ratones";"TUS";"Teclados USB";"60001";"iggual";3,75;100;1,2000000000;"";"";"0,0000000000"
"38KUE-0000001";"BIT4ID Teclado con Lector EVO Smartcard DNI";"FTRTUS0237";"8436049580258";"TR";"Teclados y ratones";"TUS";"Teclados USB";"60115";"Bit4id";19,91;15;0,3500000000;"19/10/2016";"";"0,0000000000"
"JK-1068ES-2";"Cherry Teclado Resistente Agua IP68 KC1068";"FTRTUS0238";"4025112085208";"TR";"Teclados y ratones";"TUS";"Teclados USB";"01100";"Cherry";41,53;1;0,7000000000;"";"";"0,0000000000"
"ACPW1";"Tacens Anima ACPW1 Teclado USB + Ratón 2000 DPI";"FTRTUS0241";"4713105963755";"TR";"Teclados y ratones";"TUS";"Teclados USB";"04080";"Tacens";12,57;20;1,0000000000;"";"";"0,0000000000"
"NXKROMKRTSTKLBN";"Nox Teclado Gaming Krom Kratos TKL Switch Brown";"FTRTUS0244";"8436532164156";"TR";"Teclados y ratones";"TUS";"Teclados USB";"04191";"NOX";41,34;0;0,9000000000;"31/12/2017";"";"0,0000000000"
"NXKROMKRTSRGBRD";"Nox Teclado Gaming KROM Kratos RGB Switch Red.";"FTRTUS0245";"8436532163807";"TR";"Teclados y ratones";"TUS";"Teclados USB";"04191";"NOX";68,94;8;0,9000000000;"";"";"0,0000000000"
"920-007138";"Logitech Teclado K400 920-007138 Plus Blanco";"FTRTUS0246";"5099206059368";"TR";"Teclados y ratones";"TUS";"Teclados USB";"00970";"Logitech";30,17;5;0,5200000000;"";"";"0,0000000000"
"920-007137";"Logitech Teclado K400 920-007137 Plus Negro";"FTRTUS0247";"5099206059351";"TR";"Teclados y ratones";"TUS";"Teclados USB";"00970";"Logitech";29,02;15;0,5200000000;"";"";"0,0000000000"
"POPCORN";"NGS Teclado Multimedia 20 Teclas acceso rápido";"FTRTUS0250";"8435430604276";"TR";"Teclados y ratones";"TUS";"Teclados USB";"01040";"NGS";5,06;10;0,5850000000;"18/10/2016";"";"0,0000000000"
"FUNKY";"NGS Teclado Funky USB-104 Teclas Negro";"FTRTUS0251";"8435430604252";"TR";"Teclados y ratones";"TUS";"Teclados USB";"01040";"NGS";4,22;100;0,4450000000;"31/12/2017";"";"0,0000000000"
"JK-0800FR-2";"Cherry Teclado Francés KC1000 Negro";"FTRTUS0252";"4025112081323";"TR";"Teclados y ratones";"TUS";"Teclados USB";"01100";"Cherry";9,52;5;0,2500000000;"";"";"0,0000000000"
"APPKBWSAKIT";"approx Teclado+Ratón appKBWSAKIT USB";"FTRTUS0255";"8435099520054";"TR";"Teclados y ratones";"TUS";"Teclados USB";"01360";"approx!";10,49;100;0,6220000000;"";"";"0,0000000000"
"APPKUBIC";"approx Teclado Gaming appKUBIC Multimedia";"FTRTUS0256";"8435099520085";"TR";"Teclados y ratones";"TUS";"Teclados USB";"01360";"approx!";6,65;100;0,5760000000;"";"";"0,0000000000"
"APPWRATH";"approx Teclado Gaming appWRATH Multimedia";"FTRTUS0257";"8435099520160";"TR";"Teclados y ratones";"TUS";"Teclados USB";"01360";"approx!";6,95;100;0,5160000000;"";"";"0,0000000000"
"KITIGGUALTRM";"iggual Kit Teclado USB+Ratón+Micro Sobremesa";"FTRTUS0259";"2527041611494";"TR";"Teclados y ratones";"TUS";"Teclados USB";"60001";"iggual";9,08;100;1,2000000000;"";"";"0,0000000000"
"KITIGGTAR";"iggual Kit Teclado Mult USB+Auri-mic+Ratón óptico";"FTRTUS0260";"2529041610316";"TR";"Teclados y ratones";"TUS";"Teclados USB";"60001";"iggual";8,87;0;1,2000000000;"";"";"0,0000000000"
"TK30";"Aerocool THUNDERX3 TK30 Teclado Gaming";"FTRTUS0261";"4713105959901";"TR";"Teclados y ratones";"TUS";"Teclados USB";"04090";"Aerocool";30,80;20;1,0000000000;"";"";"0,0000000000"
"TK50BL";"Aerocool THUNDERX3 TK50BL Tecl. Gaming Mecán. Azul";"FTRTUS0262";"4713105959000";"TR";"Teclados y ratones";"TUS";"Teclados USB";"04090";"Aerocool";54,71;6;1,0000000000;"";"";"0,0000000000"
